slug,url,kind,status,title,high,medium,low,priority,manual_review,findings
"best-wifi-7-routers-under-800","/guide/best-wifi-7-routers-under-800","rich","not rewritten","4 Best WiFi 7 Routers Under $800 in 2026","0","4","2","14","no","[low] R14 missing Skip if: 4/4 products ; [medium] Price in prose ≠ price field: NETGEAR Orbi 770 Series WiFi 7 Mesh System (3-Pack): $300 vs $599.99 ; [medium] Price in prose ≠ price field: ASUS ROG Rapture GT-BE98 Pro Quad-Band WiFi 7 Router: $200 vs $684.99 ; [medium] Price in prose ≠ price field: TP-Link Deco 7 Pro Tri-Band WiFi 7 Mesh System (3-Pack): $200 vs $399.98 ; [medium] R5 title identical to sister site: 4 Best WiFi 7 Routers Under $800 in 2026 ; [low] R6 formulaic title: 4 Best WiFi 7 Routers Under $800 in 2026"
"best-ups-battery-backups-under-300","/guide/best-ups-battery-backups-under-300","rich","not rewritten","4 Best UPS Battery Backups Under $300 in 2026","0","4","2","14","no","[low] R14 missing Skip if: 4/4 products ; [medium] Price in prose ≠ price field: CyberPower CP1500PFCLCD, 1500VA/1000W PFC Sinewave: $500 vs $239.95 ; [medium] Price in prose ≠ price field: CyberPower CP1500AVRLCD3 Intelligent LCD UPS, 1500VA/900W: $500 vs $199.95 ; [medium] R40 a/an grammar: 2× a and ; [medium] R5 title identical to sister site: 4 Best UPS Battery Backups Under $300 in 2026 ; [low] R6 formulaic title: 4 Best UPS Battery Backups Under $300 in 2026"
"best-round-blue-light-glasses","/work-better/best-round-blue-light-glasses","rich","not rewritten","6 Best Round Blue Light Glasses in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 4× perfect ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Round Blue Light Glasses in 2026 ; [low] R6 formulaic title: 6 Best Round Blue Light Glasses in 2026"
"best-photochromic-blue-light-glasses","/work-better/best-photochromic-blue-light-glasses","rich","not rewritten","6 Best Photochromic Blue Light Glasses in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 4× perfect ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Photochromic Blue Light Glasses in 2026 ; [low] R6 formulaic title: 6 Best Photochromic Blue Light Glasses in 2026"
"best-blue-light-glasses-for-bedtime","/work-better/best-blue-light-glasses-for-bedtime","rich","not rewritten","6 Best Blue Light Glasses for Bedtime in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Blue Light Glasses for Bedtime in 2026 ; [low] R6 formulaic title: 6 Best Blue Light Glasses for Bedtime in 2026"
"best-90s-style-blue-light-glasses","/work-better/best-90s-style-blue-light-glasses","rich","not rewritten","6 Best 90s-Style Blue Light Glasses in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 4× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 90s-Style Blue Light Glasses in 2026 ; [low] R6 formulaic title: 6 Best 90s-Style Blue Light Glasses in 2026"
"best-blue-light-glasses-under-30","/work-better/best-blue-light-glasses-under-30","rich","not rewritten","6 Best Blue Light Glasses Under $30 in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 4× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Blue Light Glasses Under $30 in 2026 ; [low] R6 formulaic title: 6 Best Blue Light Glasses Under $30 in 2026"
"best-heat-resistant-cable-sleeves","/desk-setup/best-heat-resistant-cable-sleeves","rich","not rewritten","6 Best Heat-Resistant Cable Sleeves in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R40 a/an grammar: 1× a easy ; [medium] R5 title identical to sister site: 6 Best Heat-Resistant Cable Sleeves in 2026 ; [low] R6 formulaic title: 6 Best Heat-Resistant Cable Sleeves in 2026"
"best-32-inch-4k-monitors","/desk-setup/best-32-inch-4k-monitors","rich","not rewritten","6 Best 32-Inch 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 32-Inch 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 32-Inch 4K Monitors in 2026"
"best-ips-4k-monitors","/desk-setup/best-ips-4k-monitors","rich","not rewritten","6 Best IPS 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best IPS 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best IPS 4K Monitors in 2026"
"best-4k-monitors","/desk-setup/best-4k-monitors","rich","not rewritten","6 Best 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 4K Monitors in 2026"
"best-4k-monitors-with-hdmi-2-1","/desk-setup/best-4k-monitors-with-hdmi-2-1","rich","not rewritten","6 Best 4K Monitors With HDMI 2.1 in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 4K Monitors With HDMI 2.1 in 2026 ; [low] R6 formulaic title: 6 Best 4K Monitors With HDMI 2.1 in 2026"
"best-usb-c-4k-monitors","/desk-setup/best-usb-c-4k-monitors","rich","not rewritten","6 Best USB-C 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best USB-C 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best USB-C 4K Monitors in 2026"
"best-ultrawide-4k-monitors","/desk-setup/best-ultrawide-4k-monitors","rich","not rewritten","6 Best Ultrawide 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Ultrawide 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Ultrawide 4K Monitors in 2026"
"best-hdr-4k-monitors","/desk-setup/best-hdr-4k-monitors","rich","not rewritten","6 Best HDR 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 3× all-day comfort ; [medium] R5 title identical to sister site: 6 Best HDR 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best HDR 4K Monitors in 2026"
"best-thunderbolt-4k-monitors","/desk-setup/best-thunderbolt-4k-monitors","rich","not rewritten","6 Best Thunderbolt 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Thunderbolt 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Thunderbolt 4K Monitors in 2026"
"best-27-inch-oled-4k-monitors","/desk-setup/best-27-inch-oled-4k-monitors","rich","not rewritten","6 Best 27-Inch OLED 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× amazing ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 27-Inch OLED 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 27-Inch OLED 4K Monitors in 2026"
"best-165hz-4k-monitors","/desk-setup/best-165hz-4k-monitors","rich","not rewritten","6 Best 165Hz 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 165Hz 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 165Hz 4K Monitors in 2026"
"best-180hz-4k-monitors","/desk-setup/best-180hz-4k-monitors","rich","not rewritten","6 Best 180Hz 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 180Hz 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 180Hz 4K Monitors in 2026"
"best-27-inch-ips-4k-monitors","/desk-setup/best-27-inch-ips-4k-monitors","rich","not rewritten","6 Best 27-Inch IPS 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 27-Inch IPS 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 27-Inch IPS 4K Monitors in 2026"
"best-4k-monitors-for-pcs","/desk-setup/best-4k-monitors-for-pcs","rich","not rewritten","6 Best 4K Monitors for PCs in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 4K Monitors for PCs in 2026 ; [low] R6 formulaic title: 6 Best 4K Monitors for PCs in 2026"
"best-acer-4k-monitors","/desk-setup/best-acer-4k-monitors","rich","not rewritten","6 Best Acer 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Acer 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Acer 4K Monitors in 2026"
"best-dell-4k-monitors","/desk-setup/best-dell-4k-monitors","rich","not rewritten","6 Best Dell 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Dell 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Dell 4K Monitors in 2026"
"best-hp-4k-monitors","/desk-setup/best-hp-4k-monitors","rich","not rewritten","6 Best HP 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 3× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best HP 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best HP 4K Monitors in 2026"
"best-4k-monitors-for-laptops","/desk-setup/best-4k-monitors-for-laptops","rich","not rewritten","6 Best 4K Monitors for Laptops in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 3× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 4K Monitors for Laptops in 2026 ; [low] R6 formulaic title: 6 Best 4K Monitors for Laptops in 2026"
"best-4k-monitors-for-xbox-series-s","/desk-setup/best-4k-monitors-for-xbox-series-s","rich","not rewritten","6 Best 4K Monitors for Xbox Series S in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 4K Monitors for Xbox Series S in 2026 ; [low] R6 formulaic title: 6 Best 4K Monitors for Xbox Series S in 2026"
"best-99-srgb-4k-monitors","/desk-setup/best-99-srgb-4k-monitors","rich","not rewritten","6 Best 99% sRGB 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 2× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 99% sRGB 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 99% sRGB 4K Monitors in 2026"
"best-height-adjustable-4k-monitors","/desk-setup/best-height-adjustable-4k-monitors","rich","not rewritten","6 Best Height-Adjustable 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Height-Adjustable 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Height-Adjustable 4K Monitors in 2026"
"best-dell-gaming-monitors","/desk-setup/best-dell-gaming-monitors","rich","not rewritten","6 Best Dell Gaming Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Dell Gaming Monitors in 2026 ; [low] R6 formulaic title: 6 Best Dell Gaming Monitors in 2026"
"best-27-inch-144hz-4k-monitors","/desk-setup/best-27-inch-144hz-4k-monitors","rich","not rewritten","6 Best 27-Inch 144Hz 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× perfect | incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 27-Inch 144Hz 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 27-Inch 144Hz 4K Monitors in 2026"
"best-27-inch-4k-monitors-for-gaming","/desk-setup/best-27-inch-4k-monitors-for-gaming","rich","not rewritten","6 Best 27-Inch 4K Monitors for Gaming in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 27-Inch 4K Monitors for Gaming in 2026 ; [low] R6 formulaic title: 6 Best 27-Inch 4K Monitors for Gaming in 2026"
"best-60hz-oled-4k-monitors","/desk-setup/best-60hz-oled-4k-monitors","rich","not rewritten","6 Best 60Hz OLED 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 2× unbeatable ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best 60Hz OLED 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best 60Hz OLED 4K Monitors in 2026"
"best-extra-wide-4k-monitors","/desk-setup/best-extra-wide-4k-monitors","rich","not rewritten","6 Best Extra-Wide 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× incredible ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Extra-Wide 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Extra-Wide 4K Monitors in 2026"
"best-foldable-4k-monitors","/desk-setup/best-foldable-4k-monitors","rich","not rewritten","6 Best Foldable 4K Monitors in 2026","0","2","3","14","no","[low] R14 missing Skip if: 6/6 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R41 usage threshold: 1× all-day comfort ; [medium] R5 title identical to sister site: 6 Best Foldable 4K Monitors in 2026 ; [low] R6 formulaic title: 6 Best Foldable 4K Monitors in 2026"
